Politik,Strana,Relácia,Výrok,Rok,Mesiac,Hodnota
Veronika Remišová,Za ľudí,O 5 minút 12,"Čiže eurofondový škandál, škandál v oblasti vedy a výskumu, viete o koľko peňazí sme v dôsledku toho prišli? Sme ich museli vracať nevyčerpaných do Bruselu? V roku 2017 a 2018? Viete? To bolo za vašej vlády 150.000.000 EUR.",2021,3,Pravda
Veronika Remišová,Za ľudí,O 5 minút 12,"Ja poviem najprv fakty, ktoré sa vzťahujú teda k eurofondom, aby ich poslucháči počuli, najhorší, boli sme najhorší, keď bola priemerná výška korekcií v Európskej únii okolo dvoch percent, korekcie, aby ľudia chápali, to sú podvody, nezrovnalosti, chyby, za predchádzajúce roky, u nás tá výška korekcií, tzn., že peniaze, o ktoré sme v dôsledku chýb prišli bola 20 %, jednoznačne najväčšia.",2021,3,Zavádzajúce
Róbert Fico,SMER-SD,O 5 minút 12,"Bolo to presne v júli, pani ministerka ste sa obrátili na svojich ministrov alebo členov vlády, a v júli ste dostali odpoveď, vy ste sa ich pýtali, povedzte nám, že čo sú ohrozené peniaze vo fondoch, ktoré sa nevyčerpajú? Kde vidíte možnosť na realokácie? A napíšte mi to, a nikto nič nenapísal, naopak, všetci ministri pýtali ešte viac peňazí, tak potom sa pýtam, kde je do čerta ten problém s tým čerpaním fondov za predchádzajúcich vlád, keď ani jeden minister nepovedal, že má nejaké ohrozené peniaze? Ani jeden minister nepovedal, že niečo sa dá dať do nejakého iného fondu a dokonca každý z nich tieto zdroje aj pýtal.",2021,3,Zavádzajúce
Veronika Remišová,Za ľudí,O 5 minút 12,"Pani Nicholsonová tvrdí, že sa malo presunúť viac, my sme presunuli z nevykonných projektov, z projektov, ktoré sa dobre nečerpali, sme presunuli 1,1 miliardu, z toho 400 miliónov išlo do Európskeho sociálneho fondu, tzn. na pomoc podnikateľom, 330 miliónov išlo na pomoc podnikom, malým a stredným podnikom, viac ako 200 miliónov išlo do zdravotníctva, z toho napr. sme nakupovali ventilátory, a ďalších viac ako 100 miliónov išlo na iné opatrenia proti covidom.",2021,3,Pravda
Veronika Remišová,Za ľudí,O 5 minút 12,"Predchádzajúca vláda za 7 rokov čerpania (eurofondov, pozn.) vyčerpala necelých 29 %, tzn., že ostalo nám obrovské bremeno na krku. A my za 9 mesiacov, my za 9 mesiacov sme zvýšili čerpanie o 12 %, to znamená, že o 2 miliardy, len za 9 mesiacov.",2021,3,Pravda
Veronika Remišová,Za ľudí,O 5 minút 12,"Štát ich už odškodňuje (podnikateľov, pozn.), doteraz preplácal 80 % nákladov na zamestnanca, pre zamestnancov, ktorí museli v dôsledku pandémie ostať doma, nemôžu ísť do práce a teraz od 1. februára bude odškodňovať 100 %, to znamená, že so zamestnancom nebudú mať zamestnávatelia absolútne žiadne náklady.",2021,3,Pravda
Róbert Fico,SMER-SD,O 5 minút 12,"A sám minister Krajčí myslím povedal, alebo minister Heger, teraz, aby som niekomu neublížil, nie je nepodstatné, bol to člen vlády, ktorý povedal, že minuli sme dohromady na boj s covidom 1,2 miliardy EUR. Ale vy máte schválený deficit 12 miliárd, minuli ste z toho desinu, 10 %, desatinu, desatinu.",2021,3,Nepravda
Róbert Fico,SMER-SD,O 5 minút 12,"V júli, pani Remišová, ste schválili novelizáciu zákona o štátnom rozpočte, to je fakt, ten zákon bol prijatý. A rozhodli ste, a teraz sa dobre počúvajme, že výdavky štátneho rozpočtu budú 26 miliárd a príjmy budú 14 miliárd. Rozdiel je teda 12 miliárd, 12 miliárd EUR… 12 miliárd EUR ste si schválili v roku 2020 navyše, zdvíhli ste si takto deficit, čiže (máte peňazí toľko koľko potrebujete), ale ľuďom beriete, beriete ich na nočných príplatkoch, na minimálnej mzde... druhé číslo je rok 2021, schvaľoval sa v decembri rozpočet na rok 2021, tentokrát je rozdiel 16 a 24. 24 miliárd sú výdavky a 16 miliárd sú príjmy, ďalších 8 miliárd, ktoré máte k dispozícii na boj proti covidu.",2021,3,Pravda
Róbert Fico,SMER-SD,O 5 minút 12,"My sme sa prepadli, pán redaktor, pred pár týždňami v jednom dôležitom rebríčku demokracie o 5 stupňov, čo je úplná katastrofa. Dostali sme sa medzi rôzne krajiny, a práve, čo nám najviac vyčítajú je neschopnosť riadiť štát, a ohrozovanie základných ľudských práv.",2021,3,Pravda
Veronika Remišová,Za ľudí,O 5 minút 12,"Na jar boli hranice zavreté, boli zavreté par týždňov…V súčasnosti sme aj na hraniciach sprísnili režim, tzn., že budú prísnejšie kontroly. A aj z dôvodu, keďže sa šíri nielen britská mutácia, ale šíri sa aj juhoafrická mutácia napr. v Rakúsku v Tirolsku, majú ľudia z Tirolska zakázané cestovať bez testu, čiže musia sa, plošne testovať, majú zakázané cestovať.",2021,3,Pravda
Veronika Remišová,Za ľudí,O 5 minút 12,"Prijali sme úpravu, ktorá zdobrovoľňuje, neruší, zdobrovoľňuje gastrolístky, o tom sme hovorili už dlhé roky, hovorili sme o tom v opozícii, (pretože ľudia jednoducho nie sú ovce, nemusíte im vytláčať farebné papieriky, na ktorých zarobí pár firiem ktoré, ktoré ich tlačia, nehorázne zisky z toho majú), ale teraz si bude môcť vybrať zamestnanec, či chce gastrolístok alebo či chce peniaze v hotovosti.",2021,3,Pravda
Róbert Fico,SMER-SD,O 5 minút 12,"Pamätáte si rok 2010? My sme prijímali mimoriadne vážne opatrenia v boji proti finančnej kríze, a neboli žiadne nezhody. Prijali sme nejaké opatrenie na Rade solidarity a rozvoja, išlo to do vlády lebo bola dohoda, nikto neoponoval, rovnako to išlo aj do parlamentu takisto tie opatrenia nikto neoponoval, lebo boli široko vydiskutované",2021,3,Nepravda
Róbert Fico,SMER-SD,O 5 minút 12,"Pán redaktor, chodí nám po Slovensku skupina ľudí, hovoríme o 10-tisícoch s falošnými (potvrdeniami) testami? Chodí. Ja som prešiel teraz celé Slovensko, prešiel som od Košíc, Prešova, Banskej, Nitry, Žiliny, Trenčína, všade sa stretávame s tým istým fenoménom, ľudia bez akýchkoľvek problémov sa dostávajú k falošným potvrdeniam o testoch.",2021,3,Neoveriteľné
Róbert Fico,SMER-SD,O 5 minút 12,V Českej republike núdzový stav nebol predĺžený.,2021,3,Pravda
Veronika Remišová,Za ľudí,O 5 minút 12,Očkovanie tu máme od roku 1837.,2021,3,Pravda
Veronika Remišová,Za ľudí,O 5 minút 12,"Za vašej vlády (Smeru-SD, pozn.), ste boli schopní vyberať desiatky tisíc EUR na pokutách, keď sa malé deti nedali zaočkovať, to bola prvá vec, druhá vec, prišli ste do parlamentu za predchádzajúcej vlády, prišli ste do parlamentu vaša strana s tým, aby boli pokuty, a aby do škôlky nemohli chodiť deti, ktoré sa nedajú zaočkovať",2021,3,Pravda
Veronika Remišová,Za ľudí,O 5 minút 12,"Pozrite sa napr. k susedom do Česka, do Českej republiky, tam opozícia prichádza s konštruktívnymi návrhmi, tam prišli napr. s návrhom, aby sa dávali, distribuovali respirátory seniorom, tam prišli s ďalšími užitočnými návrhmi a čo vy hovoríte? Vy hovoríte to, že keď máme veľmi zlú situáciu, tak ešte v decembri tvrdíte, že sa majú otvárať, spoločne s pánom Pellegrinim tvrdíte, že sa majú otvárať reštaurácie, že sa majú otvárať divadlá, kiná, prevádzky.",2021,3,Pravda
Róbert Fico,SMER-SD,O 5 minút 12,"Môj názor zostáva nemenný. Kto sa chce ísť dať zaočkovať, nech sa ide dať zaočkovať, to hovorím aj v Smere - sociálna demokracia, princíp dobrovoľnosti.",2021,3,Pravda
Róbert Fico,SMER-SD,O 5 minút 12,"To (vakcíny, pozn.) je obrovský biznis pre farmafirmy.",2021,3,Neoveriteľné
Veronika Remišová,Za ľudí,O 5 minút 12,"Využijeme nové dávky vakcín na to, aby sme zaočkovali práve učiteľov na prvom stupni, ale aj učiteľov materských škôl, a do dvoch týždňov by sme mali mať zaočkovaných 20 000 učiteľov.",2021,3,Pravda
Veronika Remišová,Za ľudí,O 5 minút 12,"Ma aj prekvapilo, keď som zaregistrovala pred niekoľkými dňami vyjadrenia pána poslanca (Fica, pozn.) na Rádiu Expres, ktorý očkovanie neodporúča ani sám sa zaočkovať nedá.",2021,3,Nepravda
Veronika Remišová,Za ľudí,O 5 minút 12,Slovensko je v očkovaní jedna z najlepších krajín v celej Európskej únii.,2021,3,Pravda
Andrej Danko,SNS,O 5 minút 12,"36 % učiteľom narástli platy, vojaci sa majú ako sa nemali nikdy, čo sa týka poľnohospodárstva, urobili sme strašne veľa vecí, od pôdy do ústavy, od zelenej nafty, o ďalších vecí.",2020,1,Pravda
Richard Sulík,SaS,O 5 minút 12,"My súhlasíme so znížením daní. Samozrejme, že áno, aj tých 15 % (daň z príjmu pre firmy - pozn.) sme podporili.",2020,1,Pravda
Richard Sulík,SaS,O 5 minút 12,"Andrej Danko pred voľbami (2016 - pozn.) vravel, že s Maďarmi nikdy nepôjdu do koalície.",2020,1,Pravda
Andrej Danko,SNS,O 5 minút 12,"...ale už nepovie Kotleba, že 60 miliónov ročne musíš platiť za ochranu vzdušného priestoru, ak by si nemal letku.",2020,1,Nepravda
Andrej Danko,SNS,O 5 minút 12,"Stožiar napríklad, za 60 tisíc, ktoré sa ľudia vyskladali, mediálne klamstvo, búchol blesk, Boris Kollár objednal Fun rádio správu, že odtrhlo zástavu.",2020,1,Nepravda
Richard Sulík,SaS,O 5 minút 12,"Veď my (SaS - pozn.) sme dali dokopy, ja som dal dokopy celú opozíciu, zajtra podpisujeme dohodu o tom, že všetky opozičné strany nepôjdu so Smerom-SD, SNS a s Kotlebom do vlády, do koalície a máme už tie pracovné stretnutia, už bolo zdravotníctvo, bolo súdnictvo.",2020,1,Pravda
Richard Sulík,SaS,O 5 minút 12,"Ale daňové zaťaženie stále rastie, keď si pozriete na konci dňa, daňové zaťaženie rastie.",2020,1,Pravda
Andrej Danko,SNS,O 5 minút 12,"Ale ja som ich navrhoval, ja som Roberta Fica presviedčal, aj po prvom období, aby sme išli do predčasných volieb, prosil som ho...",2020,1,Neoveriteľné
Richard Sulík,SaS,O 5 minút 12,"Eurofondy, tých je tiež veľa, minimálne ich je dostatok, len sa nečerpajú. Zase raz prepadnú desiatky miliónov na eurofondoch, čo nemuseli.",2020,1,Pravda
Richard Sulík,SaS,O 5 minút 12,"Tunel Višňové rok stojí, počas tejto liknavej vlády, preto lebo nedokázali vysúťažiť náhradného dodávateľa, rok je tá stavba zavretá.",2020,1,Pravda
Andrej Danko,SNS,O 5 minút 12,"Keby sme pred 20 rokmi postavili diaľnice, boli by o dve tretiny lacnejšie.",2020,1,Neoveriteľné
Andrej Danko,SNS,O 5 minút 12,"Vážení Slováci, my máme zadĺženie 46 %. Keby sme si aj 14 miliárd požičali, tak sa môžme hrdo pozrieť Francúzom, Talianom, Nemcom do očí, pretože Rakúšania majú 78 %, Gréci 178 %, Taliani 132 %.",2020,1,Pravda
Richard Sulík,SaS,O 5 minút 12,"Európska únia neverí číslam ministra financií, hovorí, že to bude výrazne viac (dlh krajiny - pozn.), Národná banka hovorí, že to bude ešte viac. Rada pre rozpočtovú zodpovednosť hovorí, že to budú takmer dve miliardy eur.",2020,1,Pravda
Richard Sulík,SaS,O 5 minút 12,"A dnes tých čo pracujú, je omnoho viac ako tých, čo, ako dôchodcov, ale to sa o 30 rokov zmení, to je isté ako amen v kostole, že sa ten pomer otočí, a potom sa tu všetci budeme ščípať.",2020,1,Nepravda
Richard Sulík,SaS,O 5 minút 12,"Dnes máme 90 tisíc ľudí, ktorí sú 40-roční, tých je 90 tisíc. (...) Detí je výrazne menej, dôchodcov je výrazne menej (Richard Sulík ukazoval graf 15-ročných a 65-ročných - pozn.). Keď sa posunieme o 25 rokov dopredu, tak z tých 40-ročných sú dôchodcovia, ktorých je strašne veľa. Kto ich bude živiť? A tento pomer 1,5 k 1 sa otočí na 1 k 1,5.",2020,1,Pravda
Richard Sulík,SaS,O 5 minút 12,"My dnes máme tie minimálne dôchodky naviazané na priemernú mzdu, tzn. minimálne dôchodky budú rásť tak rýchlo, ako rastie priemerná mzda, ale tie ostatné dôchodky, tie nie minimálne, budú rásť o infláciu, možno tam bude časom nejaká tzv. Švajčiarska metóda, ale to sú skrátka nižšie nárasty.",2020,1,Pravda
Andrej Danko,SNS,O 5 minút 12,...sme ich (dôchodcov - pozn.) oslobodili od koncesionárskych poplatkov do RTVS...,2020,1,Pravda
Andrej Danko,SNS,O 5 minút 12,"V roku 98, aj keby tam bola len 1 veta stanovená vlastného textu, nebolo stanovené podľa vyhlášky ako sa má robiť (rigorózna práca - pozn.).",2020,1,Zavádzajúce
Andrej Danko,SNS,O 5 minút 12,"Tak najprv zareagujem k tejto práci, kedy Vaša práca (diplomová práca Sulíka - pozn.) v úplnom znení sa stratila.",2020,1,Zavádzajúce
Richard Sulík,SaS,O 5 minút 12,"Napríklad sa to robí za tejto vlády, bolo vystavených 10 tisíce pracovných povolení pre občanov zo Srbska, z Ukrajiny, ktorí samozrejme potom tlačia na mzdy dole.",2020,1,Neoveriteľné
Andrej Danko,SNS,O 5 minút 12,Slovensko malo medziročne v období augusta nárast o 23 % v ubytovacích službách. (...) My sme dobehli Maďarov.,2020,1,Pravda
Andrej Danko,SNS,O 5 minút 12,"Nie ja, pán redaktor, to hovoria Štatistický úrad, Inštitút finančnej politiky, Ministerstvo financií (efekt rekreačných poukazov - pozn.), to sú oficiálne dokumenty, ktoré vyhodnocujú august.",2020,1,Nepravda
Andrej Danko,SNS,O 5 minút 12,"Čo sa týka boja s čiernym ubytovaním, o 8 % obce majú väčší príjem, lebo sa prihlásili hotelieri, ktorí načierno ubytovávali.",2020,1,Neoveriteľné
Andrej Danko,SNS,O 5 minút 12,"...tak sa pozrite na Štatistický úrad, čo povedal o náraste tržieb v reštauračných službách a v ubytovacích, o 23 % až 28 %",2020,1,Pravda
Richard Sulík,SaS,O 5 minút 12,Už pred zavedením rekreačných poukazov výrazne stúpala zamestnanosť v cestovnom ruchu.,2020,1,Pravda
Andrej Danko,SNS,O 5 minút 12,Rekreačné poukazy zaviedli takmer 13 000 pracovných miest.,2020,1,Neoveriteľné
Richard Sulík,SaS,O 5 minút 12,"Na Slovensku máme 149 000 firiem s obratom do 100.000 EUR, ktorých sa má teda týkať to zníženie daní. Viac ako polovica týchto firiem má stratu (...) čiže polovica firiem má stratu a tým neprinieslo zníženie dane na 15 % logicky vôbec nič. Ďalšia časť firiem, vyše 30 %, má zisk do 5.000 EUR. Tým to prinieslo nejaký 60 centov denne, dokončím prosím Vás pekne. Ďalších niekoľko 1000 firiem, 11 000 firiem má zisk do 10.000 EUR, tým to prinieslo nejaké euro denne. A potom je tu pár firiem, tým to niečo prinieslo, tým to prinieslo možno 1 teplý obed tunak 2,70, ale chápete, pán Danko urobil opatrenie, ktoré v 90 % firiem prinieslo menej ako euro denne a tu zopár niečo na tom zarobia.",2020,1,Pravda
Andrej Danko,SNS,O 5 minút 12,"Znížili sme DPH na zdravé potraviny, športovci môžu ísť na živnosť, snažíme znížili sme DPH na printy, znížili sme DPH na ubytovanie, zaviedli sme podnikové byty.",2020,1,Pravda
Andrej Danko,SNS,O 5 minút 12,"Takže znížili sme daň z príjmu na 15 % pre podnikateľov do 100 000, zvýšili sme paušálne výdavky na 60 %, zrušili sme daňové licencie, zaviedli sme 6-ročné odpisy pre kúpeľné mestá, trinásty, štrnásty plat bez odvodov daní.",2020,1,Pravda
Andrej Danko,SNS,O 5 minút 12,"Ako Kim Ir-sen vylúčil takmer polovicu ľudí zo strany (Sulík, pozn.)...",2020,1,Nepravda
Richard Sulík,SaS,O 5 minút 12,"Dvaja ministri za stranu SNS sedia v base, dostali 10-11 rokov natvrdo.",2020,1,Pravda
Richard Sulík,SaS,O 5 minút 12,"Minister Plavčan za SNS musel odstúpiť, lebo tam kradol ako Straka.",2020,1,Nepravda
Richard Sulík,SaS,O 5 minút 12,"Budeme si hľadať partnerov takých, ktorí nekradnú ako straky, preto sme už dávnejšie vylúčili stranu SNS zo spolupráce.",2020,1,Pravda
Richard Sulík,SaS,O 5 minút 12,Deti samozrejme nemajú opäť raz učebnice. (...) Deti nemajú knížky a sú čoraz slabšie v PISA testoch.,2020,1,Pravda
Richard Sulík,SaS,O 5 minút 12,"Slávia + SNS spoločne rozkrádajú rezorty. 600 miliónov EUR (...) Na ministerstve školstva, eurofondy, na pôdohospodárske pani Matečná, okradnutí farmári.",2020,1,Nepravda
Andrej Danko,SNS,O 5 minút 12,"Robil som aj iné veci, zobral som podnikateľov či na ruskú misiu či na západ, či na východ.",2020,1,Neoveriteľné
Andrej Danko,SNS,O 5 minút 12,300 000 dôchodcov vďaka SNS dostane väčší dôchodok.,2020,1,Pravda
Andrej Danko,SNS,O 5 minút 12,"Vystavali sme, pre nich smiešny, stožiar, kde je najväčšia vlajka 6 × 9 m, rekonštruovali sme kuchyňu pre 450 ľudí, prerobili sme sálu, osvetlenia stropov, rekonštruovali sme vstup, čestnú stráž, ktorej sa smiali, rekonštruovali sme sociálne zariadenia a mediálne. Nie počkajte, vymenili sme vozový park, dorovnali sme platy na úroveň vlády. (...) A súčasne som zaviedol nový rokovací poriadok.",2020,1,Pravda
Andrej Danko,SNS,O 5 minút 12,"Som zabezpečil zdroje na poslednú fázu rekonštrukcie hradu, po 200 rokoch je tam kaplnka, ktorú financovali poslanci SNS za 60 000, oživili sme areál kultúrnymi akciami, vianočné trhy, šachový turnaj, wi-fi zóna, sám som financoval lehátka, v samotnej budove sme revitalizovali so Štátnymi lesmi okolie.",2020,1,Pravda
Marián Kotleba,ĽSNS,V politike,"Ale máme tu dnes 900 miliónov eur, ktoré platíme ako členský poplatok do Európskej únie (...).",2020,1,Pravda
Peter Pellegrini,Hlas-SD,V politike,Slovensko sa hlási k tomuto záväzku (bezuhlíkovému hospodárstvu do r. 2050 - pozn.),2020,1,Pravda
